num__Amount_sum,num__Amount_mean,num__Amount_std,num__Amount_count,num__log_amount_sum,num__log_amount_mean,num__log_amount_std,num__FraudResult_sum,num__FraudResult_mean,num__TransactionHour_mean,num__TransactionHour_std,num__TransactionDay_mean,num__TransactionMonth_mean,num__TransactionYear_max,num__ProductId_mean_freq,num__ProviderId_mean_freq,num__PricingStrategy,cat__ProductCategory_financial_services,cat__ChannelId_ChannelId_2,cat__ChannelId_ChannelId_3,CustomerId
-0.06689055545071151,-0.15336428770238522,-0.14043246609822269,-0.25345907179094945,-0.21290183151156675,1.1282541247883582,-1.402702759701759,-0.06661719721291895,-0.08609596254315377,0.8832837898733554,-1.021754295182398,0.7705450391504929,1.0383810699260154,-1.4221874434806383,-0.7141087356174454,0.28435941210556787,2.643620710271376,0.0,1.0,0.0,CustomerId_1
-0.06689055545071151,-0.15336428770238522,-0.14043246609822269,-0.25345907179094945,-0.21290183151156675,1.1282541247883582,-1.402702759701759,-0.06661719721291895,-0.08609596254315377,0.8832837898733554,-1.021754295182398,0.7705450391504929,1.0383810699260154,-1.4221874434806383,-0.7141087356174454,0.28435941210556787,2.643620710271376,0.0,1.0,0.0,CustomerId_10
-0.05584872860516775,-0.06987027274809754,-0.0727308751064497,-0.21218649360810643,-0.1731167016135219,0.40883404981968613,0.5988686385825465,-0.06661719721291895,-0.08609596254315377,-1.2226538757658796,-0.8294376611409557,0.05013551295182964,1.0383810699260154,-1.4221874434806383,-1.9567156089897677,0.7885339901990398,-0.28140255934290254,1.0,0.0,1.0,CustomerId_1001
-0.06165488922144951,-0.09143504187021956,-0.13464699820889056,-0.15027762633384187,-0.15370910582709787,-1.6792497714810353,0.5523495117739377,-0.06661719721291895,-0.08609596254315377,0.22955591140441342,1.3128431941420011,-0.13324145735328471,0.5234480197018577,0.7031421945005114,-0.758658770380067,-1.1396039379539353,-0.28140255934290254,1.0,1.0,0.0,CustomerId_1002
-0.05584872860516775,-0.07384617822211123,-0.07818589690744905,-0.20186834906239567,-0.16206475788525607,0.47902639167737043,-0.22409552378998013,-0.06661719721291895,-0.08609596254315377,0.45524767897107205,-0.799686174315459,-2.1110930656441598,-0.9223255443890469,0.7031421945005114,-0.758658770380067,-1.1396039379539353,-0.28140255934290254,0.0,0.0,1.0,CustomerId_1003
-0.062473824712494005,-0.08179798917013864,-0.14043246609822269,-0.25345907179094945,-0.21492843353265934,0.026645298762825297,-1.402702759701759,-0.06661719721291895,-0.08609596254315377,1.3969271229560958,-1.021754295182398,0.9146269443902255,1.2562373604054669,-1.4221874434806383,0.74223863219345,0.7885339901990398,2.643620710271376,0.0,0.0,1.0,CustomerId_1004
-0.045248574833445736,-0.06138834107020164,-0.07866893155134992,-0.1709139154252634,-0.12966246561062125,0.5505020275969336,0.2831951327186792,-0.06661719721291895,-0.08609596254315377,-0.6291104686480465,0.06284256348265184,1.7791183758286213,1.2562373604054669,-1.4221874434806383,1.5333135955161317,-0.4613526333561458,-0.28140255934290254,1.0,0.0,1.0,CustomerId_1005
-0.06284188560734547,-0.08776184738115919,-0.14043246609822269,-0.25345907179094945,-0.21580083114362478,-0.447567643907096,-1.402702759701759,-0.06661719721291895,-0.08609596254315377,-1.4281112089989758,-1.021754295182398,-0.6702740132468336,1.2562373604054669,-1.4221874434806383,1.5333135955161317,-0.4613526333561458,-0.28140255934290254,1.0,0.0,1.0,CustomerId_1006
-0.05290424144635608,0.07326232431639564,-0.14043246609822269,-0.25345907179094945,-0.21160509490429458,1.8331268510236194,-1.402702759701759,-0.06661719721291895,-0.08609596254315377,-1.6849328755403459,-1.021754295182398,1.2027907548696908,1.0383810699260154,-1.4221874434806383,-0.4267548062089647,0.04916308369160228,-0.28140255934290254,1.0,0.0,1.0,CustomerId_1007
-0.05584872860516775,-0.03408712348197424,-0.14043246609822269,-0.2431409272452387,-0.20130117528897307,1.1282541247883582,-1.402702759701759,-0.06661719721291895,-0.08609596254315377,0.11281879024924507,-1.021754295182398,-0.9584378237262988,1.2562373604054669,-1.4221874434806383,-2.0095221338234204,-3.165753464301212,-0.28140255934290254,1.0,0.0,1.0,CustomerId_1008
